MS	RV	id	tokens
1		23	They are going to study , among other issues , whether having private shareholder suits against corporations that defraud stockholders should really be allowed under Section 10b of the Securities Exchange Act of 1934 ; whether state attorneys general like [SUBJ-PERSON] Eliot Spitzer [/SUBJ-PERSON] of [OBJ-LOCATION] New York [/OBJ-LOCATION] , the best friend the American stockholder has had in at least 50 years , should be allowed to bring lawsuits against corporate defendants in securities cases ; whether accounting firms should be held liable when they do n't catch frauds of companies they are auditing ; and whether corporate officers who have committed fraud are being treated too harshly under criminal laws .
1		24	Former Senator [SUBJ-PERSON] Bob Kerrey [/SUBJ-PERSON] of [OBJ-LOCATION] Nebraska [/OBJ-LOCATION] also had a '' good war '' as a Navy Seal , even though he lost a leg in battle .
1		25	They just address them to [SUBJ-PERSON] Amir Khan [/SUBJ-PERSON] , Boxer , [OBJ-PERSON] Bolton [/OBJ-PERSON] , U.K. '' Shajaad said .
1		26	Midfielder [SUBJ-PERSON] Peter Canero [/SUBJ-PERSON] was at home in [OBJ-LOCATION] Scotland [/OBJ-LOCATION] this week to wrap up some personal business before rejoining the team in California .
1		27	In one corner of the makeup room the British makeup artist Charlotte Tilbury was spot-checking her MAC staff 's work on the heads of a group of young lovelies that included two Estonians , a Belgian , a Canadian , a Dutchwoman and a young model from [OBJ-LOCATION] Shanghai [/OBJ-LOCATION] named [SUBJ-PERSON] Du Juan [/SUBJ-PERSON] .
1		28	Since Mr. Lieberman lost the Democratic primary in [OBJ-LOCATION] Connecticut [/OBJ-LOCATION] to [SUBJ-PERSON] Ned Lamont [/SUBJ-PERSON] , they have helped open campaign offices , devised a strategy to reach voters and are corralling enough volunteers to cover 2,800 shifts at more than 700 polling sites on Election Day , Nov. 7 .
1		29	But one of them , [SUBJ-PERSON] Alexandra Meissnitzer [/SUBJ-PERSON] of [OBJ-LOCATION] Austria [/OBJ-LOCATION] , the 32-year-old veteran who finished third , says Kildow has what it takes . ''
(stopped here bc these are all perfect)		30	From the Republican side , Senator [SUBJ-PERSON] John McCain [/SUBJ-PERSON] of [OBJ-LOCATION] Arizona [/OBJ-LOCATION] has campaigned for Mr. Forrester .
		31	High energy prices can cause families to choose between keeping the heat on , putting food on the table or paying for much-needed prescription medicine , '' said Senator [SUBJ-PERSON] Susan Collins [/SUBJ-PERSON] , Republican of [OBJ-LOCATION] Maine [/OBJ-LOCATION] , who sponsored the plan along with Senator Jack Reed , Democrat of Rhode Island . ''
		32	99.8 % Davis : 103,719 51.5 % Lucas : 87,701 43.6 % [SUBJ-LOCATION] Louisiana [/SUBJ-LOCATION] Representative [OBJ-PERSON] William J. Jefferson [/OBJ-PERSON] , an eight-term Democratic congressman from New Orleans , is still the subject of a federal bribery investigation and still faces a runoff election on Dec. 9 .
		33	Twelve of the 14 gathered for an hourlong breakfast chat in the office of Senator [SUBJ-PERSON] Ben Nelson [/SUBJ-PERSON] , Democrat of [OBJ-LOCATION] Nebraska [/OBJ-LOCATION] .
		34	In [OBJ-LOCATION] Indiana [/OBJ-LOCATION] , Representative [SUBJ-PERSON] John Hostettler [/SUBJ-PERSON] , a Republican , is trailing his Democratic opponent by double digits , according to a new poll .
		35	A12 Congressman Admits Crimes Representative [SUBJ-PERSON] Bob Ney [/SUBJ-PERSON] , Republican of [OBJ-LOCATION] Ohio [/OBJ-LOCATION] , admitted that he had effectively put his office up for sale to corrupt Washington lobbyists .
		36	One of the nation 's leading golf course designers , [SUBJ-PERSON] Rees Jones [/SUBJ-PERSON] -- son of the famed designer Robert Trent Jones -- lives in [OBJ-LOCATION] Montclair [/OBJ-LOCATION] .
		37	He was the beloved husband of Nina and loving father of Joshua -LRB- and Esther -RRB- Fieldsteel of Jerusalem , Israel , Adam Fieldsteel -LRB- and Irene -RRB- [SUBJ-PERSON] Mulvey [/SUBJ-PERSON] of [OBJ-LOCATION] Middletown [/OBJ-LOCATION] , CT , and the '' adopted '' father of Emmanuel Noggoh of Trenton , NJ .
		38	Days after being acquitted of rape , [SUBJ-PERSON] Jacob Zuma [/SUBJ-PERSON] reclaimed his job on Monday as deputy president of [OBJ-LOCATION] South Africa [/OBJ-LOCATION] 's governing party , the African National Congress , opening what many here see as a difficult attempt at a political comeback .
		39	While a prisoner , he organized a culture of defiance among his fellow captives , including another naval aviator , [SUBJ-PERSON] John McCain [/SUBJ-PERSON] , who went on to become a senator from [OBJ-LOCATION] Arizona [/OBJ-LOCATION] and a presidential candidate .
		40	The other members of D-12 , Proof 's former group , make mercifully brief appearances , alongside the [OBJ-LOCATION] Detroit [/OBJ-LOCATION] rapper [SUBJ-PERSON] Obie Trice [/SUBJ-PERSON] and some newer signings : Stat Quo , a hard-spitting Atlantan ; Ca $ his , who gruffly claims both California and '' the Midwest '' as his home turf ; Bobby Creekwater , formerly of the slick -LRB- and heavily OutKast-indebted -RRB- duo Jatis .
		41	-LRB- C3 -RRB- CBS SETTLES ACCUSATIONS -- CBS became the first radio corporation to settle accusations of illicit pay-for-play practices made by [SUBJ-PERSON] Eliot Spitzer [/SUBJ-PERSON] , the [OBJ-LOCATION] New York [/OBJ-LOCATION] attorney general .
		42	A13 OBITUARIES B7 [SUBJ-PERSON] Winthrop Paul Rockefeller [/SUBJ-PERSON] A lieutenant governor of [OBJ-LOCATION] Arkansas [/OBJ-LOCATION] who followed his family 's twin traditions of philanthropy and politics in the state adopted by his father , he was 57 .
		43	"It just floors me , '' said Senator [SUBJ-PERSON] Amy Klobuchar [/SUBJ-PERSON] , a freshman Democrat from [OBJ-LOCATION] Minnesota [/OBJ-LOCATION] who campaigned against the war , as the two parties pointed fingers on Tuesday ."
		44	When the DNA testing ordered by Gov. [SUBJ-PERSON] Mark Warner [/SUBJ-PERSON] of [OBJ-LOCATION] Virginia [/OBJ-LOCATION] proved that Mr. Coleman was a murderer , and a good liar besides , abolitionists wrung their hands about how to respond .
		45	"Senator [SUBJ-PERSON] Ben Nelson [/SUBJ-PERSON] , Democrat of [OBJ-LOCATION] Nebraska [/OBJ-LOCATION] , said : '' I will vote for cloture , but not because I support the underlying bill ."
		46	After running 26 miles without deciding yesterday 's New York City Marathon , [SUBJ-PERSON] Paul Tergat [/SUBJ-PERSON] of [OBJ-LOCATION] Kenya [/OBJ-LOCATION] and Hendrick Ramaala of South Africa began a grimly beautiful sprint to the finish .
		47	Senator [SUBJ-PERSON] Harry Reid [/SUBJ-PERSON] of [OBJ-LOCATION] Nevada [/OBJ-LOCATION] , the Democratic leader , said the fence could cost $ 7 billion or more . ''
		48	Two , [SUBJ-PERSON] John McCain [/SUBJ-PERSON] of [OBJ-LOCATION] Arizona [/OBJ-LOCATION] and Lincoln Chaffee of Rhode Island , have said they oppose the move .
		49	President [SUBJ-PERSON] Chester A. Arthur [/SUBJ-PERSON] was also a native of the state ; Mr. Coolidge was not the '' sole president from [OBJ-LOCATION] Vermont [/OBJ-LOCATION] . ''
		50	The president was evidently alluding to amendments to the law introduced by [OBJ-LOCATION] Maine [/OBJ-LOCATION] 's two senators , [SUBJ-PERSON] Susan Collins [/SUBJ-PERSON] and Olympia J. Snowe , both Republicans , that the senators say would make the law less onerous for local school districts .
		51	Three boards behind , Jill Levin of New York ; [SUBJ-PERSON] Jill Meyers [/SUBJ-PERSON] of [OBJ-LOCATION] Santa Monica [/OBJ-LOCATION] , Calif. ; Hansa Narasimhan of Los Altos Hills , Calif. ; Rozanne Pollack of Basking Ridge , N.J. ; Debbie Rosenberg of New Rochelle , N.Y. ; and JoAnna Stansby of Castro Valley , Calif. , finished second .
		52	Today [SUBJ-PERSON] Eliot Spitzer [/SUBJ-PERSON] , the [OBJ-LOCATION] New York [/OBJ-LOCATION] attorney general , has Theodore C. Sihpol III .
		53	Representative [SUBJ-PERSON] Roy Blunt [/SUBJ-PERSON] of [OBJ-LOCATION] Missouri [/OBJ-LOCATION] , the Republican whip , said the bill would be sent to the House floor next month or in September .
		54	In the Senate , Republicans faced a new contest as a former Republican leader , [SUBJ-PERSON] Trent Lott [/SUBJ-PERSON] of [OBJ-LOCATION] Mississippi [/OBJ-LOCATION] , sought a comeback by seeking the No. 2 position , minority whip , in an election on Wednesday .
		55	In [OBJ-LOCATION] Paris [/OBJ-LOCATION] , in 1968 , I got to play the organ at Notre-Dame , and I took lessons with [SUBJ-PERSON] Pierre Cochereau [/SUBJ-PERSON] , the cathedral 's organist , '' he said .
		56	[SUBJ-PERSON] Giorgio Rocca [/SUBJ-PERSON] of [OBJ-LOCATION] Italy [/OBJ-LOCATION] , however , is the slalom favorite .
		57	Senator [SUBJ-PERSON] George Allen [/SUBJ-PERSON] of [OBJ-LOCATION] Virginia [/OBJ-LOCATION] , who like many other Republicans is campaigning for re-election on a theme of fiscal restraint , was among the signers . ''
		58	A1 Suit Filed on Gay Union Ban Governor [SUBJ-PERSON] Mitt Romney [/SUBJ-PERSON] of [OBJ-LOCATION] Massachusetts [/OBJ-LOCATION] filed suit asking the state 's highest court to order the legislature to vote on a constitutional amendment banning same-sex marriage or to place it on the 2008 ballot if lawmakers do not take up the provision .
		59	His fellow [OBJ-LOCATION] Massachusetts [/OBJ-LOCATION] senator , [SUBJ-PERSON] John Kerry [/SUBJ-PERSON] , the Democratic nominee for president last year , distanced himself from Senator Kennedy 's call .
		60	A Republican senator , [SUBJ-PERSON] Tom Coburn [/SUBJ-PERSON] of [OBJ-LOCATION] Oklahoma [/OBJ-LOCATION] , had blocked a vote on Dr. Crawford 's nomination for another reason .
		61	Meanwhile , in [OBJ-LOCATION] Mississippi [/OBJ-LOCATION] , Gov. [SUBJ-PERSON] Haley Barbour [/SUBJ-PERSON] , a former tobacco lobbyist , recently vetoed a small increase in the cigarette tax and has also taken steps that , if successful , could gut the state 's antismoking program . ''
		62	"A committee member , Representative [SUBJ-PERSON] Dana Rohrabacher [/SUBJ-PERSON] , Republican of [OBJ-LOCATION] California [/OBJ-LOCATION] , said he did not believe '' the so-called consensus '' on climate ."
		63	Representative Jerrold L. Nadler of Manhattan and Councilman [SUBJ-PERSON] David Yassky [/SUBJ-PERSON] of [OBJ-LOCATION] Brooklyn [/OBJ-LOCATION] yesterday criticized the Bloomberg administration 's handling of the Red Hook Container Terminal on the Brooklyn waterfront .
		64	Senator [SUBJ-PERSON] Elizabeth Dole [/SUBJ-PERSON] of [OBJ-LOCATION] North Carolina [/OBJ-LOCATION] , the head of the Republican Senate campaign committee , said attacks on Mr. Brown 's ideology would compensate for what she acknowledged was a difficult atmosphere for Republicans .
		65	When the producers of the upcoming movie '' Halo '' sought a location for shooting , they headed to the director [SUBJ-PERSON] Peter Jackson [/SUBJ-PERSON] 's studio in [OBJ-LOCATION] New Zealand [/OBJ-LOCATION] .
		66	At nine years , [OBJ-LOCATION] San Antonio [/OBJ-LOCATION] Coach [SUBJ-PERSON] Gregg Popovich [/SUBJ-PERSON] has the second-longest tenure in the league , behind Jerry Sloan -LRB- 17 years -RRB- . ''
		67	In an interview in London , [SUBJ-PERSON] Sultan Ahmed bin Sulayem [/SUBJ-PERSON] , a financial adviser to the royal family of [OBJ-LOCATION] Dubai [/OBJ-LOCATION] , said yesterday , '' We are working closely with the Americans . ''
		68	Spitzer Finds More Insurance Ills [SUBJ-PERSON] Eliot Spitzer [/SUBJ-PERSON] , the [OBJ-LOCATION] New York [/OBJ-LOCATION] attorney general , said his investigations had found evidence of wrongdoing in the insurance business on a far larger scale than he had anticipated .
		69	These are the monsters we 've been hunting , '' Mayor [SUBJ-PERSON] Phil Gordon [/SUBJ-PERSON] of [OBJ-LOCATION] Phoenix [/OBJ-LOCATION] said at a televised news conference at City Hall .
		70	In addition to Ms. Katims , he is survived by a brother , [SUBJ-PERSON] Seymour [/SUBJ-PERSON] , of [OBJ-LOCATION] Honolulu [/OBJ-LOCATION] ; a son , Peter , of Byron Bay , Australia ; a daughter , Pamela Katims Steele of Seattle ; and two grandchildren .
		71	And Senator [SUBJ-PERSON] John Kerry [/SUBJ-PERSON] of [OBJ-LOCATION] Massachusetts [/OBJ-LOCATION] , the Democratic presidential nominee in 2004 , said in an interview : '' It 's a summary of all that this administration is not in touch with and has faked and ducked and bobbed over the past four years .
		72	Previous winners of the Mercury award include the [OBJ-LOCATION] London [/OBJ-LOCATION] rapper [SUBJ-PERSON] Dizzee Rascal [/SUBJ-PERSON] and the Scottish rockers Franz Ferdinand .
		73	Though some Republicans defended Ms. Rice from Democratic attacks , others , including Lamar Alexander of Tennessee and [SUBJ-PERSON] Chuck Hagel [/SUBJ-PERSON] of [OBJ-LOCATION] Nebraska [/OBJ-LOCATION] , chimed in that the administration needed to present a clear plan for achieving its goals in Iraq and making a withdrawal possible .
		74	The biggest Congressional donors to Mr. DeLay 's defense fund since its creation are : Representative Roy Blunt of Missouri , the House Republican whip , who has contributed a total of $ 20,000 ; Representative Henry Bonilla of Texas , $ 15,000 , and former Representative [SUBJ-PERSON] Billy Tauzin [/SUBJ-PERSON] of [OBJ-LOCATION] Louisiana [/OBJ-LOCATION] , $ 15,000 .
		75	The electoral system here is more challenging than a parliamentary one , in which a woman -LRB- [SUBJ-PERSON] Margaret Thatcher [/SUBJ-PERSON] in [OBJ-LOCATION] Britain [/OBJ-LOCATION] , Golda Meir in Israel -RRB- is elected only by members of her own party , not the entire electorate .
		76	The [OBJ-LOCATION] California [/OBJ-LOCATION] attorney general , [SUBJ-PERSON] Bill Lockyer [/SUBJ-PERSON] , threatened at one point Thursday to issue subpoenas to Hewlett-Packard because of what he said was a lack of cooperation in his criminal investigation .
		77	In mid-October , Senator [SUBJ-PERSON] John McCain [/SUBJ-PERSON] of [OBJ-LOCATION] Arizona [/OBJ-LOCATION] , a Republican and a possible contender for the presidency , is expected to visit on behalf of Mr. Forrester .
		78	Senator [SUBJ-PERSON] Mitch McConnell [/SUBJ-PERSON] , Republican of [OBJ-LOCATION] Kentucky [/OBJ-LOCATION] , is in line to become the Republican leader in the next Congress , and he opposes the initiative on free speech grounds .
		79	[SUBJ-PERSON] Jerry McNerney [/SUBJ-PERSON] is a [OBJ-LOCATION] California [/OBJ-LOCATION] alternative-energy entrepreneur with a doctorate in mathematics .
		80	I think he 's hurting the Congress , I think he 's hurting the Republican majority and I think he 's hurting individual Republicans who are up for re-election , but it does n't directly hurt the president , '' said Representative [SUBJ-PERSON] Christopher Shays [/SUBJ-PERSON] of [OBJ-LOCATION] Connecticut [/OBJ-LOCATION] , a frequent critic of Mr. DeLay who has been the only Republican to call for Mr. DeLay to step down .
		81	A Bush loyalist , Senator [SUBJ-PERSON] George Allen [/SUBJ-PERSON] of [OBJ-LOCATION] Virginia [/OBJ-LOCATION] , instructed the president to meet with Cindy Sheehan , the mother camping out in Crawford , as '' a matter of courtesy and decency . ''
		82	' The Last Mogul , '' an absorbing new documentary directed by Barry Avrich , tells the story of [SUBJ-PERSON] Lew Wasserman [/SUBJ-PERSON] , who rose from the streets of [OBJ-LOCATION] Cleveland [/OBJ-LOCATION] to become the most powerful man in Hollywood -- friend to movie stars and politicians , maker and breaker of deals and careers . ''
		83	He remembers becoming furious when [SUBJ-PERSON] Shirley Chisholm [/SUBJ-PERSON] , the former [OBJ-LOCATION] Brooklyn [/OBJ-LOCATION] congresswoman , said she had encountered more bias as a woman than as a black . ''
		84	It was a silly idea , '' said Senator [SUBJ-PERSON] Jon Kyl [/SUBJ-PERSON] of [OBJ-LOCATION] Arizona [/OBJ-LOCATION] , a member of the Republican leadership , who predicted that the rebate would not be in the final energy package when it reached the floor .
		85	LAWSUIT OVER LIFE SETTLEMENTS -- Coventry First , one of the largest purchasers of life settlements -- arrangements where investors buy life insurance policies owned by the elderly and ill , hoping to earn when sellers ' demise -- was sued by the [OBJ-LOCATION] New York [/OBJ-LOCATION] attorney general , [SUBJ-PERSON] Eliot Spitzer [/SUBJ-PERSON] , who accused the company of bid-rigging and other types of fraud in acquiring more than $ 3.6 billion worth of life insurance policies .
		86	Rhode Islanders , more than voters in any other state , know we need a new direction and real change in this country , which is why [SUBJ-PERSON] Sheldon Whitehouse [/SUBJ-PERSON] will be the next U.S. senator from [OBJ-LOCATION] Rhode Island [/OBJ-LOCATION] . ''
		87	F5 Health & Fitness F5 NEW YORK\/REGION B1-6 Hundreds Honor a Life Cut Short by Abuse Hundreds of people lined up outside the R. G. Ortiz Funeral Home in Manhattan to pay respects to [SUBJ-PERSON] Nixzmary Brown [/SUBJ-PERSON] , a 7-year-old [OBJ-LOCATION] Brooklyn [/OBJ-LOCATION] girl who was beaten to death , the authorities say , by her stepfather .
		88	A little over a year after [SUBJ-PERSON] Arnold Schwarzenegger [/SUBJ-PERSON] did an end run around politics as usual in the recall election that made him governor of [OBJ-LOCATION] California [/OBJ-LOCATION] , he is embarking on a new campaign against the status quo here .
		89	Last January , Marsh & McLennan , the insurance brokerage firm , agreed to pay $ 850 million in restitution to end an investigation by the [OBJ-LOCATION] New York [/OBJ-LOCATION] attorney general , [SUBJ-PERSON] Eliot Spitzer [/SUBJ-PERSON] , into bid rigging and price fixing .
		90	Mr. Greenberg , who is Evan Greenberg 's father , and A.I.G. -- along with A.I.G. 's former chief financial officer , Howard I. Smith -- were accused of manipulating financial statements and misleading investors in a suit [SUBJ-PERSON] Eliot Spitzer [/SUBJ-PERSON] , the [OBJ-LOCATION] New York [/OBJ-LOCATION] attorney general , filed in late May .
		91	[SUBJ-PERSON] Jack Cover [/SUBJ-PERSON] of [OBJ-LOCATION] Baltimore [/OBJ-LOCATION] 's National Aquarium lamented that in Maryland , where the indigenous diamondback terrapin serves as the state reptile and the mascot for the University of Maryland teams -LRB- their slogan : Fear the Turtle -RRB- , diamondbacks nonetheless are still being hunted and shipped east . ''
		92	I have been able to measure the depth of emotion that this pope has stirred in people , '' said [OBJ-LOCATION] Rome [/OBJ-LOCATION] 's mayor , [SUBJ-PERSON] Walter Veltroni [/SUBJ-PERSON] .
		93	In a letter to the House majority and minority leaders Thursday , nine state attorneys general , including [SUBJ-PERSON] Eliot Spitzer [/SUBJ-PERSON] of [OBJ-LOCATION] New York [/OBJ-LOCATION] , said that enactment of the bill '' would be a major setback for air quality across the nation , '' adding that it '' permanently eviscerates key protections of the Clean Air Act '' governing refineries and power plants .
		94	Later Mr. Gillespie worked on Mr. Bush 's 2000 presidential campaign and on the successful 2002 Senate race of [SUBJ-PERSON] Elizabeth Dole [/SUBJ-PERSON] of [OBJ-LOCATION] North Carolina [/OBJ-LOCATION] .
		95	Representative [SUBJ-PERSON] Charles B. Rangel [/SUBJ-PERSON] of [OBJ-LOCATION] New York [/OBJ-LOCATION] , the probable next chairman of the tax-writing Ways and Means Committee , said shortly before the election that he hoped to forge an agreement with the Republicans in limiting the growing reach of the alternative minimum tax , which has started to hit many middle-class Americans who claim deductions for state taxes and other expenses .
		96	Many local officials , including Gov. [SUBJ-PERSON] Arnold Schwarzenegger [/SUBJ-PERSON] of [OBJ-LOCATION] California [/OBJ-LOCATION] , have been critical of what they describe as federal interference with their National Guard forces .
		97	[SUBJ-PERSON] Randi Weingarten [/SUBJ-PERSON] , the president of the [OBJ-LOCATION] New York City [/OBJ-LOCATION] teachers ' union , announced yesterday the start of an expansive campaign to build public support for smaller class sizes that will include advertising on television and the Internet , picketing outside schools and the celebrity endorsement of Frank McCourt , the Pulitzer Prize-winning author and former teacher .
		98	In [OBJ-LOCATION] California [/OBJ-LOCATION] last month , Gov. [SUBJ-PERSON] Arnold Schwarzenegger [/SUBJ-PERSON] , a Republican , vetoed a bill that would have provided access to coverage for all uninsured children in that state , saying that he believed children should be insured but that the bill failed to detail how to pay for the plan .
		99	The church 's stance that a baptized child is irrevocably Christian was established nearly a century before the Holocaust , when , in 1858 , papal guards took [SUBJ-PERSON] Edgardo Mortara [/SUBJ-PERSON] , 6 , from his family in [OBJ-LOCATION] Bologna [/OBJ-LOCATION] when word spread that he had been clandestinely baptized by a Catholic maid .
		100	Congressional investigators are already looking into AshBritt , a Pompano Beach , Fla. , company with ties to [OBJ-LOCATION] Mississippi [/OBJ-LOCATION] 's governor , [SUBJ-PERSON] Haley Barbour [/SUBJ-PERSON] -- the former chairman of the Republican National Committee .
		101	The mayor of [OBJ-LOCATION] London [/OBJ-LOCATION] , [SUBJ-PERSON] Ken Livingstone [/SUBJ-PERSON] , said the United States Embassy owed $ 1.6 million in unpaid traffic-congestion charges and fines , making it the worst offender in the city .
		102	[OBJ-LOCATION] Los Angeles [/OBJ-LOCATION] 's only black mayor , [SUBJ-PERSON] Tom Bradley [/SUBJ-PERSON] , who served from 1973 to 1993 , won office five times by combining a huge share of the black vote with sizable shares of white and Jewish votes .
		103	This gas price issue is huge , '' said Senator [SUBJ-PERSON] Susan Collins [/SUBJ-PERSON] , Republican of [OBJ-LOCATION] Maine [/OBJ-LOCATION] .
		104	So far , Mr. Spota 's office has arrested five school officials , as his counterpart in [OBJ-LOCATION] Nassau County [/OBJ-LOCATION] , [SUBJ-PERSON] Denis Dillon [/SUBJ-PERSON] , has investigated and prosecuted officials ' theft of millions of dollars at the Roslyn school district . ''
		105	Nowhere is the issue hotter than in [OBJ-LOCATION] Missouri [/OBJ-LOCATION] , where voters in November are likely to face a ballot initiative supporting stem cell research , and where Senator [SUBJ-PERSON] Jim Talent [/SUBJ-PERSON] , a Republican who is seeking re-election , opposes it .
		106	The world is a lot bigger after you 've been in a war , '' said [SUBJ-PERSON] Bob Kerrey [/SUBJ-PERSON] , the former Democratic senator from [OBJ-LOCATION] Nebraska [/OBJ-LOCATION] who lost a leg in Vietnam and won the Medal of Honor . ''
