MS	RV	id	tokens
		38	[OBJ-LOCATION] Israel [/OBJ-LOCATION] 's vice prime minister , [SUBJ-PERSON] Ehud Olmert [/SUBJ-PERSON] , put it this way during a speech in New York last month : '' We are tired of fighting , we are tired of being courageous , we are tired of winning , we are tired of defeating our enemies . ''
		39	[OBJ-LOCATION] France [/OBJ-LOCATION] 's new president , [SUBJ-PERSON] Jacques Chirac [/SUBJ-PERSON] , rushed to the scene to offer condolences and support .
		40	Yet almost no one in Washington expected the landslide victory of the conservative mayor of Tehran , [SUBJ-PERSON] Mahmoud Ahmadinejad [/SUBJ-PERSON] , as [OBJ-LOCATION] Iran [/OBJ-LOCATION] 's next president .
		41	[SUBJ-PERSON] Veselin Topalov [/SUBJ-PERSON] of [OBJ-LOCATION] Bulgaria [/OBJ-LOCATION] won the FIDE world championship tournament last week in San Luis , Argentina .
		42	The chief mediator in the talks , [SUBJ-PERSON] Martti Ahtisaari [/SUBJ-PERSON] , a former president of [OBJ-LOCATION] Finland [/OBJ-LOCATION] , said at the announcement that '' all hostilities have to end with the signing . ''
		43	As [OBJ-LOCATION] Italy [/OBJ-LOCATION] waited for a court decision on its close national elections , President [SUBJ-PERSON] Carlo Azeglio Ciampi [/SUBJ-PERSON] , 85 , said in an interview published yesterday that he did not wish to serve a second seven-year term .
		44	Presenting the findings of the investigation , Prime Minister [SUBJ-PERSON] Guy Verhofstadt [/SUBJ-PERSON] of [OBJ-LOCATION] Belgium [/OBJ-LOCATION] said he recognized that sharing data on financial transfers was essential in the global effort to curb terrorism .
		45	Federer , who has not lost a set at this year 's Open , advanced to the quarterfinals with a 6-3 , 7-6 (2) , 6-3 victory against [SUBJ-PERSON] Marc Gicquel [/SUBJ-PERSON] of [OBJ-LOCATION] France [/OBJ-LOCATION] yesterday .
		46	Hurricane Wilma was blamed for six deaths in [OBJ-LOCATION] Mexico [/OBJ-LOCATION] , The Associated Press reported , and President [SUBJ-PERSON] Vicente Fox [/SUBJ-PERSON] announced plans to start evacuating about 30,000 frazzled tourists .
		47	A constant in [OBJ-LOCATION] Cuba [/OBJ-LOCATION] since the earliest days of the uprising more than half a century ago that forced out Cuba 's previous dictator , [SUBJ-PERSON] Fulgencio Batista [/SUBJ-PERSON] , Raul Castro is alternatively described by those who know him as ruthless and compassionate , as an executioner and as an executive , as a rigid Communist and a practical manager of economic and security matters .
		48	Giora Eiland , [OBJ-LOCATION] Israel [/OBJ-LOCATION] 's national security adviser under former Prime Minister [SUBJ-PERSON] Ariel Sharon [/SUBJ-PERSON] , predicts a solution in the next week or so '' that is far from Israel 's original intent . ''
		49	A8 Protest Against Thai Leader Opponents of Prime Minister [SUBJ-PERSON] Thaksin Shinawatra [/SUBJ-PERSON] of [OBJ-LOCATION] Thailand [/OBJ-LOCATION] organized a huge demonstration in Bangkok , and a second cabinet minister resigned as criticism mounted over Mr. Thaksin 's recent business deals .
		50	That assured another four years in power for the coalition , which has governed [OBJ-LOCATION] Chile [/OBJ-LOCATION] without interruption since Gen. [SUBJ-PERSON] Augusto Pinochet [/SUBJ-PERSON] was forced to step down in 1990 .
		51	Mr. Khan had just gotten to the part about how much [OBJ-LOCATION] Pakistan [/OBJ-LOCATION] 's military dictator , Gen. [SUBJ-PERSON] Pervez Musharraf [/SUBJ-PERSON] , has been doing to encourage democracy and women 's rights when his boss , Khusro Bakhtyar , the foreign affairs minister , appeared , interrupting the conversation to expound further . ''
		52	"Nikolay Davydenko of Russia , currently the ATP 's fourth-ranked player , won the men 's championship at the Pilot Pen last year , and [SUBJ-PERSON] Justine Henin [/SUBJ-PERSON] of [OBJ-LOCATION] Belgium [/OBJ-LOCATION] , currently the top-ranked player on the women 's tour , was the women 's champion ."
		53	A17 Mandela 's Son Dies of AIDS [SUBJ-PERSON] Nelson Mandela [/SUBJ-PERSON] , who has devoted much of his life after leaving [OBJ-LOCATION] South Africa [/OBJ-LOCATION] 's presidency to a campaign against AIDS , said his son had died of the disease .
		54	The paradox seems especially sharp in [OBJ-LOCATION] Germany [/OBJ-LOCATION] , which late last year for the first time elected a woman as chancellor , [SUBJ-PERSON] Angela Merkel [/SUBJ-PERSON] .
		55	[OBJ-LOCATION] Israel [/OBJ-LOCATION] 's prime minister-designate , [SUBJ-PERSON] Ehud Olmert [/SUBJ-PERSON] , told top security officials on Wednesday to swiftly plug the gaps in the separation barrier around Jerusalem .
		56	President [SUBJ-PERSON] Jacques Chirac [/SUBJ-PERSON] of [OBJ-LOCATION] France [/OBJ-LOCATION] said Tuesday that Europe remained steadfast in its desire to end the ban .
		57	Early Thursday morning , as the leaders there took up the thorny issue of climate change , he continued the diplomatic minuet , meeting with President [SUBJ-PERSON] Hu Jintao [/SUBJ-PERSON] of [OBJ-LOCATION] China [/OBJ-LOCATION] .
		58	And there was former President Bill Clinton convening a conference on global concerns at a nearby Sheraton , and listening to President [SUBJ-PERSON] Pervez Musharraf [/SUBJ-PERSON] of [OBJ-LOCATION] Pakistan [/OBJ-LOCATION] chastise Pope Benedict XVI for the pope 's remarks about Islam .
		59	1 Ugandan Leader is Re-elected [SUBJ-PERSON] Yoweri Museveni [/SUBJ-PERSON] extended his 20-year tenure as president of [OBJ-LOCATION] Uganda [/OBJ-LOCATION] in the country 's first multiparty elections in a quarter-century .
		60	Karzai Shuffles Cabinet -LRB- By The New York Times -RRB- KABUL , [OBJ-LOCATION] Afghanistan [/OBJ-LOCATION] , March 22 -- President [SUBJ-PERSON] Hamid Karzai [/SUBJ-PERSON] has proposing seven new names for his 25-member cabinet , officials said Wednesday .
		61	"At the center of this manufactured maelstrom is the preternaturally beauteous figure of [SUBJ-PERSON] Shilpa Shetty [/SUBJ-PERSON] , 31 , a Bollywood movie star from [OBJ-LOCATION] India [/OBJ-LOCATION] whose treatment by British contestants in the so-called reality show on television here has provoked more than 16,000 viewers to complain to regulators that she is the victim of racist bullying ."
		62	There was Hamid Karzai of Afghanistan , accusing [SUBJ-PERSON] Pervez Musharraf [/SUBJ-PERSON] of [OBJ-LOCATION] Pakistan [/OBJ-LOCATION] of failing to crack down on the Taliban .
		63	Williams had already reached the final there , and as Davenport joined her by finishing off [SUBJ-PERSON] Kim Clijsters [/SUBJ-PERSON] of [OBJ-LOCATION] Belgium [/OBJ-LOCATION] in the semifinal , she felt an ominous click in her fragile right knee .
		64	With [OBJ-LOCATION] Pakistan [/OBJ-LOCATION] 's prime minister , [SUBJ-PERSON] Shaukat Aziz [/SUBJ-PERSON] , at his side , Mr. Bush spoke about areas of agreement , like trade and fighting terrorism , in four minutes of public remarks in the Oval Office .
		65	"In the wake of the Shin Bet statement , [SUBJ-PERSON] David Baker [/SUBJ-PERSON] , an official in the office of [OBJ-LOCATION] Israel [/OBJ-LOCATION] 's prime minister , Ehud Olmert , said Hamas '' continues to target Israeli civilians . ''"
		66	Once a top striker in England , Yorke was facing the possibility of never playing in a World Cup , like [SUBJ-PERSON] George Weah [/SUBJ-PERSON] of [OBJ-LOCATION] Liberia [/OBJ-LOCATION] and Ryan Giggs of Wales and George Best of Northern Ireland .
		67	[SUBJ-PERSON] Cristina Branco [/SUBJ-PERSON] is one of [OBJ-LOCATION] Portugal [/OBJ-LOCATION] 's most celebrated young fadistas .
		68	Gen. [SUBJ-PERSON] Alain Pellegrini [/SUBJ-PERSON] of [OBJ-LOCATION] France [/OBJ-LOCATION] , who leads the current force , will command the new mission until February , and some senior French officials have said they hope most of the French force will leave with him .
		69	[SUBJ-PERSON] Enrico Fabris [/SUBJ-PERSON] of [OBJ-LOCATION] Italy [/OBJ-LOCATION] was the surprise third-place finisher , winning the first medal for his country of these Games and in this sport .
		70	In addition to responding to the offer of incentives , officials here said that next week President [SUBJ-PERSON] Mahmoud Ahmadinejad [/SUBJ-PERSON] would formally announce [OBJ-LOCATION] Iran [/OBJ-LOCATION] 's decision on the demand that it stop enrichment by the end of the month .
		71	Last month , [OBJ-LOCATION] Saudi Arabia [/OBJ-LOCATION] 's oil minister , [SUBJ-PERSON] Ali al-Naimi [/SUBJ-PERSON] , said OPEC was unlikely to cut production for the rest of the year . ''
		72	Last week , Prime Minister [SUBJ-PERSON] Stephen Harper [/SUBJ-PERSON] of [OBJ-LOCATION] Canada [/OBJ-LOCATION] ordered that the country 's flag no longer be flown at half-staff when troops are killed in Afghanistan .
		73	Ligety finished only seven-hundredths of a second behind the winner , Max Blardone of Italy , and three-hundredths behind the runner-up , [SUBJ-PERSON] Aksel Lund Svindal [/SUBJ-PERSON] of [OBJ-LOCATION] Norway [/OBJ-LOCATION] .
		74	Teaming with Anna-Lena Groenefeld , Navratilova saved three match points in the second set to beat the 2004 Olympic doubles gold medalists from [OBJ-LOCATION] China [/OBJ-LOCATION] , [SUBJ-PERSON] Li Ting [/SUBJ-PERSON] and Sun Tian Tian , 2-6 , 7-6 (5) , 6-1 in the third round .
		75	Prime Minister [SUBJ-PERSON] Ariel Sharon [/SUBJ-PERSON] of [OBJ-LOCATION] Israel [/OBJ-LOCATION] offered up several tantalizing morsels yesterday to explain his decision to dump the Likud Party .
		76	SINGAPORE CASINOS -- Next month , [OBJ-LOCATION] Singapore [/OBJ-LOCATION] 's government -- which under Prime Minister [SUBJ-PERSON] Lee Hsien Loong [/SUBJ-PERSON] , left , has lifted a ban against casinos -- is due to choose a company to build the first of two planned resorts .
		77	Later he could be seen talking happily with Prime Minister Junichiro Koizumi of Japan and Prime Minister [SUBJ-PERSON] Silvio Berlusconi [/SUBJ-PERSON] of [OBJ-LOCATION] Italy [/OBJ-LOCATION] , and greeting decorated Russian World War II veterans in a lunch at the Kremlin after the parade .
		78	[OBJ-LOCATION] Chile [/OBJ-LOCATION] 's current president , [SUBJ-PERSON] Michelle Bachelet [/SUBJ-PERSON] , and her mother , Angela Jeria , were among the political prisoners held and tortured at Villa Grimaldi , but they are not plaintiffs in the case .
		79	[OBJ-LOCATION] Iran [/OBJ-LOCATION] 's president , [SUBJ-PERSON] Mahmoud Ahmadinejad [/SUBJ-PERSON] , has vowed that the sanctions will not prevent the country from proceeding with its nuclear program .
		80	In just a few weeks , a combination of peaceful demonstrations and outside pressure led [OBJ-LOCATION] Syria [/OBJ-LOCATION] 's president , [SUBJ-PERSON] Bashar al-Assad [/SUBJ-PERSON] , to announce that his army would begin a withdrawal toward the Syrian-Lebanese border .
		81	One Thursday morning this past September , [SUBJ-PERSON] Yulia Tymoshenko [/SUBJ-PERSON] , [OBJ-LOCATION] Ukraine [/OBJ-LOCATION] 's prime minister , came to work to discover she had been fired .
		82	[OBJ-LOCATION] Israel [/OBJ-LOCATION] quickly responded , with the vice prime minister , [SUBJ-PERSON] Ehud Olmert [/SUBJ-PERSON] , saying Mr. Abbas 's statements were '' intolerable , unacceptable , and they can not serve as the basis for any cooperation in the future . ''
		83	The leader of [OBJ-LOCATION] Zimbabwe [/OBJ-LOCATION] 's faltering political opposition , [SUBJ-ORGANIZATION] Morgan Tsvangirai [/SUBJ-ORGANIZATION] , suffered another blow when a High Court judge overturned his suspension of a party member who had accused Mr. Tsvangirai of accepting $ 2.5 million in illegal contributions from foreign governments .
		84	When Mr. Mulroney stepped down , he left his party in the hands of [SUBJ-PERSON] Kim Campbell [/SUBJ-PERSON] , the first woman to serve as [OBJ-LOCATION] Canada [/OBJ-LOCATION] 's prime minister .
		85	Asked if [OBJ-LOCATION] Italy [/OBJ-LOCATION] 's prime minister , [SUBJ-PERSON] Silvio Berlusconi [/SUBJ-PERSON] , could help persuade the country 's judges to tread delicately in February , Cinquanta said that it was difficult to pressure a judge .
		86	For two days leaders of Arab League members , including Col. Muammar el-Qaddafi of Libya and President [SUBJ-PERSON] Bashar al-Assad [/SUBJ-PERSON] of [OBJ-LOCATION] Syria [/OBJ-LOCATION] , unveiled plans for an Arab common market by 2015 , an Arab parliament modeled on that of the European Union and initiatives to bridge the Arab world and the West .
		87	[OBJ-LOCATION] Turkmenistan [/OBJ-LOCATION] 's president , [SUBJ-PERSON] Saparmurat Niyazov [/SUBJ-PERSON] , has declared himself president for life , and Uzbekistan 's leader , Islam Karimov , has already used two national referendums to extend his term , which now runs until the end of 2007 .
		88	President Bush and Prime Minister [SUBJ-PERSON] Ariel Sharon [/SUBJ-PERSON] of [OBJ-LOCATION] Israel [/OBJ-LOCATION] differed openly on Monday over Israel 's intention to expand a settlement in the West Bank , but Mr. Bush gave the Israeli leader robust backing for his plan to withdraw from Gaza this summer .
		89	Mr. Bush exhorted [OBJ-LOCATION] India [/OBJ-LOCATION] to open that market further , and in his joint statement with Prime Minister [SUBJ-PERSON] Manmohan Singh [/SUBJ-PERSON] he listed '' economic prosperity and trade '' as the first among several agreements made between the countries . ''
		90	[SUBJ-PERSON] Maria Sharapova [/SUBJ-PERSON] of [OBJ-LOCATION] Russia [/OBJ-LOCATION] , who will retake the No. 1 ranking this week , is 6-2 .
		91	At a dinner in New York in September , President [SUBJ-PERSON] Mahmoud Ahmadinejad [/SUBJ-PERSON] of [OBJ-LOCATION] Iran [/OBJ-LOCATION] looked supremely confident as he batted away the idea that other countries could be relied upon to provide him with the nuclear fuel he said he needed . ''
		92	C1 Business Digest C2 OBITUARIES C10 [SUBJ-PERSON] Jens Christian Hauge [/SUBJ-PERSON] A leader of [OBJ-LOCATION] Norway [/OBJ-LOCATION] 's underground military resistence during World War II , he was 91 .
		93	The stands did n't fill in until the 15th racer , [OBJ-LOCATION] Austria [/OBJ-LOCATION] 's version of Paul Bunyan , [SUBJ-PERSON] Hermann Maier [/SUBJ-PERSON] , forced himself down the course with his fabled muscles zapped by a cold .
		94	The other semifinal Saturday will match [SUBJ-PERSON] Guillermo Coria [/SUBJ-PERSON] of [OBJ-LOCATION] Argentina [/OBJ-LOCATION] , the defending champion , against Juan Carlos Ferrero of Spain , who won this tournament in 2002 and 2003 .
		95	It is a very , very , very bad result , '' said Prime Minister [SUBJ-PERSON] Silvio Berlusconi [/SUBJ-PERSON] of [OBJ-LOCATION] Italy [/OBJ-LOCATION] , adding that peace efforts had '' been put back until who knows when . ''
		96	[OBJ-LOCATION] Pakistan [/OBJ-LOCATION] 's president , [SUBJ-PERSON] Pervez Musharraf [/SUBJ-PERSON] , said : '' The world has lost a great leader and statesman , but also a great influence in the cause of peace who left an indelible imprint on our times . ''
		97	The success of President [SUBJ-PERSON] Pervez Musharraf [/SUBJ-PERSON] 's drive to modernize [OBJ-LOCATION] Pakistan [/OBJ-LOCATION] is also vital to the purpose and will have a pervasive and positive impact on United States relations with the entire Islamic world .
		98	Davenport returned to play in Los Angeles this month , but she lost her first match , a second-round meeting against [SUBJ-PERSON] Samantha Stosur [/SUBJ-PERSON] of [OBJ-LOCATION] Australia [/OBJ-LOCATION] .
		99	Citing both turmoil in Nepal and a deteriorating security situation in Bangladesh , where the meeting was to be held , [OBJ-LOCATION] India [/OBJ-LOCATION] 's foreign secretary , Shyam Saran , said Prime Minister [SUBJ-PERSON] Manmohan Singh [/SUBJ-PERSON] would not take part .
		100	"The Court of Appeal ruled that [OBJ-LOCATION] Nigeria [/OBJ-LOCATION] 's president , Olusegun Obasanjo , may not unseat his estranged vice president , [SUBJ-PERSON] Atiku Abubakar [/SUBJ-PERSON] , because Mr. Abubakar had defected from the president 's party to become a presidential candidate for another party ."
		101	Bruised by [OBJ-LOCATION] South Korea [/OBJ-LOCATION] 's cutthroat politics , bewildered by voters ' rapidly changing concerns and battered mercilessly in the polls , President [SUBJ-PERSON] Roh Moo-hyun [/SUBJ-PERSON] is limping toward the last year of his term .
		102	When [SUBJ-PERSON] Bashar al-Assad [/SUBJ-PERSON] inherited the presidency of [OBJ-LOCATION] Syria [/OBJ-LOCATION] from his father five years ago , there was talk of a new era .
		103	But the sense of bold changes that swept [OBJ-LOCATION] Lebanon [/OBJ-LOCATION] after the assassination on Feb. 14 of [SUBJ-PERSON] Rafik Hariri [/SUBJ-PERSON] , the former prime minister , has largely been overtaken by backroom politicking , and the sense that little may have changed after all .
		104	Hold the Fries I am sitting in the grandstand players ' box during the match between [SUBJ-PERSON] Tommy Robredo [/SUBJ-PERSON] of [OBJ-LOCATION] Spain [/OBJ-LOCATION] and Hyung Taik Lee of South Korea .
		105	[SUBJ-PERSON] Benjamin Raich [/SUBJ-PERSON] of [OBJ-LOCATION] Austria [/OBJ-LOCATION] was the winner , finishing his downhill run in the morning and his slalom in the afternoon with a combined time of 2 minutes 36.48 seconds .
		106	[OBJ-LOCATION] Australia [/OBJ-LOCATION] 's seven state and territorial premiers agreed to tougher counterterrorism laws sought by Prime Minister [SUBJ-PERSON] John Howard [/SUBJ-PERSON] , but only after Mr. Howard agreed to a review of the laws after five years and a '' sunset clause '' that will have them expire after 10 .
		107	[SUBJ-PERSON] Anna Ottosson [/SUBJ-PERSON] of [OBJ-LOCATION] Sweden [/OBJ-LOCATION] took the bronze .
		108	At No. 13 they chose Telfair and at No. 22 they drafted 6-9 [SUBJ-PERSON] Viktor Khryapa [/SUBJ-PERSON] of [OBJ-LOCATION] Russia [/OBJ-LOCATION] , who never had a strong international reputation .
		109	Criticism grew so intense by last week that [SUBJ-PERSON] Angela Merkel [/SUBJ-PERSON] , [OBJ-LOCATION] Germany [/OBJ-LOCATION] 's chancellor , felt it necessary to deflate mounting pressure on Klinsmann .
		110	A1 Little Progress in [OBJ-LOCATION] China [/OBJ-LOCATION] Talks President Bush and China 's president , [SUBJ-PERSON] Hu Jintao [/SUBJ-PERSON] , pledged to cooperate more closely on fighting nuclear proliferation and reducing trade imbalances , but broke no new ground on the most delicate issues that divide the nations .
		111	Prime Minister [SUBJ-PERSON] Ariel Sharon [/SUBJ-PERSON] of [OBJ-LOCATION] Israel [/OBJ-LOCATION] '' wanted no Palestinian partner , '' Mr. Hadi said . ''
		112	Either way , Totti drilled the penalty kick into the upper left corner of the goal , eluding the grasp of [OBJ-LOCATION] Australia [/OBJ-LOCATION] 's goalkeeper , [SUBJ-PERSON] Mark Schwarzer [/SUBJ-PERSON] .
		113	[SUBJ-PERSON] John A. Macdonald [/SUBJ-PERSON] , who became [OBJ-LOCATION] Canada [/OBJ-LOCATION] 's first prime minister in 1867 and was the father of the Canadian confederation .
		114	But it was the Texan 's bring - 'em - on brashness that turned off the heavily Dutch crowd at the Oval Lingotto , and those fans were beside themselves yesterday when Hedrick finished second in the 10,000 meters -- a race he was heavily favored to win -- to [SUBJ-PERSON] Bob de Jong [/SUBJ-PERSON] of the [OBJ-LOCATION] Netherlands [/OBJ-LOCATION] .
		115	No marathoner has put more faith in his kick than [SUBJ-PERSON] Gezahegne Abera [/SUBJ-PERSON] of [OBJ-LOCATION] Ethiopia [/OBJ-LOCATION] .
		116	the State Department spokesman , Sean McCormack , blamed [OBJ-LOCATION] Syria [/OBJ-LOCATION] further by saying its president , [SUBJ-PERSON] Bashar al-Assad [/SUBJ-PERSON] , met last month with top leaders of Palestinian militant groups , including Islamic Jihad .
